frame,object_id,x,y,z,state
172,3,-45.2624,-37.6440,25.9754,1
173,3,-45.0989,-37.9164,25.7946,1
174,3,-44.9331,-38.1833,25.6300,1
175,3,-44.6991,-38.3726,25.4727,1
176,3,-44.5502,-38.5019,25.3780,1
177,3,-44.4388,-38.5919,25.3573,1
178,3,-44.3523,-38.5878,25.3266,1
179,3,-44.1599,-38.5656,25.1928,1
180,3,-43.9180,-38.5540,25.0962,1
181,3,-43.5931,-38.4401,25.0257,1
182,3,-43.2260,-38.2888,24.9442,1
183,3,-42.9115,-38.1236,24.9457,1
184,3,-42.5148,-38.0146,24.9391,1
185,3,-42.1209,-37.9190,24.8974,1
186,3,-41.7831,-37.8375,24.7826,1
187,3,-41.4661,-37.7521,24.7122,1
188,3,-41.1709,-37.7416,24.6781,1
189,3,-40.8636,-37.7253,24.6595,1
190,3,-40.5764,-37.6873,24.6537,1
191,3,-40.3757,-37.7060,24.5943,1
192,3,-40.2761,-37.7650,24.4667,1
193,3,-40.0879,-37.8056,24.3360,1
194,3,-39.8222,-37.8303,24.2316,1
195,3,-39.5101,-37.7963,24.1578,1
196,3,-39.1761,-37.7780,24.0898,1
197,3,-38.8280,-37.6036,24.0134,1
198,3,-38.4215,-37.4452,23.9419,1
199,3,-38.0428,-37.2879,23.9265,1
200,3,-37.6995,-37.1585,23.9270,1
201,3,-37.3730,-37.0832,24.0421,1
202,3,-36.9817,-37.0358,24.1741,1
203,3,-36.5117,-36.9437,24.3232,1
204,3,-35.9844,-36.7942,24.4303,1
205,3,-35.4664,-36.6867,24.4937,1
206,3,-34.9851,-36.5228,24.4527,1
207,3,-34.5334,-36.4005,24.4461,1
208,3,-34.0603,-36.2458,24.4643,1
209,3,-33.6323,-36.1259,24.5374,1
210,3,-33.2590,-36.0468,24.6248,1
211,3,-32.9533,-35.9783,24.7786,1
212,3,-32.5682,-35.8414,24.9077,1
213,3,-32.0785,-35.7391,25.0138,1
214,3,-31.5671,-35.7111,25.0957,1
215,3,-31.0515,-35.6626,25.2067,1
216,3,-30.5284,-35.5725,25.3695,1
217,3,-30.0438,-35.4157,25.4918,1
218,3,-29.5673,-35.2214,25.5846,1
219,3,-29.1617,-34.9945,25.7283,1
220,3,-28.7480,-34.7873,25.8634,1
221,3,-28.2059,-34.5936,25.9847,1
222,3,-27.7405,-34.4407,26.0597,1
223,3,-27.3863,-34.2764,26.1510,1
224,3,-27.1365,-34.0278,26.1868,1
225,3,-26.8164,-33.9018,26.2360,1
226,3,-26.5510,-33.8336,26.2781,1
227,3,-26.3139,-33.7405,26.3685,1
228,3,-26.1311,-33.5764,26.4467,1
229,3,-25.9933,-33.4342,26.4822,1
230,3,-25.7912,-33.3351,26.5298,1
231,3,-25.6328,-33.2318,26.5180,1
232,3,-25.4951,-33.1154,26.4913,1
233,3,-25.2398,-33.0075,26.4065,1
234,3,-24.9499,-32.8291,26.3503,1
235,3,-24.5944,-32.6908,26.2295,1
236,3,-24.2492,-32.5522,26.0326,1
237,3,-23.8561,-32.3916,25.8108,1
238,3,-23.4854,-32.3172,25.6069,1
239,3,-23.1726,-32.2030,25.4516,1
240,3,-22.9243,-32.1784,25.3371,1
241,3,-22.5814,-32.2009,25.1730,1
242,3,-22.1986,-32.1935,25.1109,1
243,3,-21.7912,-32.1866,25.0840,1
244,3,-21.3680,-32.1195,25.0198,1
245,3,-20.9043,-32.0667,24.9926,1
246,3,-20.4338,-32.0129,25.0586,1
247,3,-19.9510,-31.9691,25.1330,1
248,3,-19.4029,-31.9581,25.1356,1
249,3,-18.8581,-31.9465,25.2285,1
250,3,-18.2985,-32.0431,25.3359,1
251,3,-17.8253,-32.1246,25.4614,1
252,3,-17.3488,-32.2258,25.5755,1
253,3,-16.8591,-32.3715,25.6691,1
254,3,-16.3849,-32.4484,25.6822,1
255,3,-15.9018,-32.5256,25.7219,1
256,3,-15.4886,-32.5154,25.7893,1
257,3,-15.1860,-32.5361,25.7823,1
258,3,-14.8337,-32.5279,25.6864,1
259,3,-14.4410,-32.6066,25.5390,1
260,3,-13.9908,-32.6068,25.4566,1
261,3,-13.5886,-32.5690,25.3591,1
262,3,-13.1511,-32.6567,25.2847,1
263,3,-12.6222,-32.6836,25.2187,1
264,3,-12.1599,-32.6878,25.1911,1
265,3,-11.6209,-32.7786,25.2222,1
266,3,-11.0654,-32.9262,25.3079,1
267,3,-10.5055,-32.9920,25.3936,1
268,3,-10.0003,-32.9074,25.4489,1
269,3,-9.5412,-32.8384,25.4893,1
270,3,-9.1099,-32.7467,25.5048,1
271,3,-8.6501,-32.6268,25.5834,1
272,3,-8.1534,-32.5873,25.7084,1
273,3,-7.6870,-32.4786,25.7838,1
274,3,-7.2380,-32.4392,25.7977,1
275,3,-6.7746,-32.3872,25.7900,1
276,3,-6.3854,-32.3573,25.8387,1
277,3,-5.9662,-32.3771,25.9450,1
278,3,-5.4821,-32.4431,25.9453,1
279,3,-5.0227,-32.4852,25.9682,1
280,3,-4.6214,-32.5330,26.0272,1
281,3,-4.2069,-32.5873,26.1258,1
282,3,-3.8010,-32.6757,26.2565,1
283,3,-3.4384,-32.7122,26.3763,1
284,3,-2.9932,-32.6677,26.5368,1
285,3,-2.5782,-32.5399,26.6773,1
286,3,-2.1115,-32.4248,26.7176,1
287,3,-1.6441,-32.3024,26.8484,1
288,3,-1.1266,-32.1565,26.9941,1
289,3,-0.5858,-31.9115,27.1036,1
290,3,-0.0275,-31.7005,27.2189,1
291,3,0.5003,-31.4709,27.3915,1
292,3,1.0030,-31.2648,27.5292,1
293,3,1.4757,-31.0937,27.6236,1
294,3,2.0040,-30.9131,27.6447,1
295,3,2.4998,-30.7086,27.5853,1
296,3,3.0215,-30.4758,27.4658,1
297,3,3.5157,-30.2759,27.3447,1
298,3,4.0049,-30.0808,27.3314,1
299,3,4.4695,-29.9332,27.2575,1
300,3,4.9577,-29.8252,27.2152,1
301,3,5.3564,-29.6943,27.1689,1
301,4,40.6155,18.7296,13.8777,3
302,3,5.6926,-29.5621,27.1064,1
302,4,40.8033,18.8008,13.7478,3
303,3,6.0804,-29.4145,27.0763,1
303,4,40.8652,18.9610,13.6232,3
304,3,6.5261,-29.2424,27.0350,1
304,4,40.9172,19.0820,13.4638,3
305,3,6.9685,-29.0205,26.9930,1
305,4,40.9312,19.1382,13.3569,3
306,3,7.4440,-28.8305,27.0641,1
306,4,40.8848,19.2243,13.3726,3
307,3,7.8905,-28.6625,27.1396,1
307,4,40.8472,19.2853,13.3894,3
308,3,8.3204,-28.4817,27.3407,1
308,4,40.8196,19.4280,13.3517,3
309,3,8.6531,-28.2258,27.5865,1
309,4,40.7358,19.5033,13.3378,3
310,3,8.9820,-27.9769,27.7948,1
310,4,40.6774,19.5096,13.3800,3
311,3,9.4273,-27.6607,27.9835,1
311,4,40.5669,19.4333,13.4779,3
312,3,9.8690,-27.3625,28.1851,1
312,4,40.4819,19.3596,13.6092,3
313,3,10.2646,-27.1285,28.4507,1
313,4,40.3857,19.3731,13.7817,3
314,3,10.6306,-27.0352,28.6648,1
314,4,40.2827,19.4041,13.8836,3
315,3,10.9891,-26.9063,28.8252,1
315,4,40.1884,19.4670,14.0649,3
316,3,11.3817,-26.8828,29.0349,1
316,4,40.1601,19.5329,14.2146,3
317,3,11.7540,-26.8734,29.2748,1
317,4,40.1436,19.6431,14.4007,3
318,3,12.1443,-26.8099,29.5400,1
318,4,40.0707,19.6912,14.5600,3
319,3,12.6343,-26.7312,29.7273,1
319,4,39.9231,19.7571,14.6837,3
320,3,13.0369,-26.7931,29.9299,1
320,4,39.7057,19.8763,14.7881,3
321,3,13.4490,-26.9363,30.1333,1
321,4,39.4962,19.9163,14.9200,3
322,3,13.8858,-27.0320,30.3545,1
322,4,39.3097,19.9492,15.0581,3
323,3,14.3221,-27.1561,30.4977,1
323,4,39.1630,20.0447,15.2094,3
324,3,14.7920,-27.3240,30.6302,1
324,4,38.9894,20.2006,15.4089,3
325,3,15.2510,-27.4869,30.7983,1
325,4,38.8222,20.3823,15.6165,3
326,3,15.6959,-27.6651,31.0884,1
326,4,38.6898,20.5826,15.7986,3
327,3,16.1144,-27.7610,31.3144,1
327,4,38.5848,20.6685,15.9067,3
328,3,16.5490,-27.8259,31.4562,1
328,4,38.5218,20.9100,16.0497,3
329,3,17.0410,-27.8447,31.6028,1
329,4,38.3719,21.2153,16.1673,3
330,3,17.5199,-27.8874,31.7048,1
330,4,38.2155,21.4689,16.2234,3
331,3,17.9184,-27.8869,31.8436,1
331,4,38.0804,21.6302,16.2432,3
332,3,18.3448,-27.8219,31.8870,1
332,4,37.9742,21.7225,16.2354,3
333,3,18.7629,-27.8449,31.9038,1
333,4,37.8930,21.8140,16.3146,3
334,3,19.1924,-27.8403,31.9585,1
334,4,37.7670,21.9264,16.4314,3
335,3,19.5996,-27.8541,32.0696,1
335,4,37.6717,21.9875,16.5491,3
336,3,20.0277,-27.9036,32.1496,1
336,4,37.5684,22.0751,16.6430,3
337,3,20.4483,-27.9447,32.2485,1
337,4,37.4716,22.1377,16.7184,3
338,3,20.8766,-27.9247,32.3760,1
338,4,37.3525,22.1232,16.8466,3
339,3,21.1778,-27.9525,32.4895,1
339,4,37.0615,22.2080,16.9876,3
340,3,21.4900,-28.0075,32.6555,1
340,4,36.7914,22.3132,17.1564,3
341,3,21.9068,-27.9936,32.7438,1
341,4,36.5241,22.2805,17.3596,3
342,3,22.3248,-28.0049,32.9033,1
342,4,36.3141,22.1943,17.5703,3
343,3,22.6963,-27.9627,33.0634,1
343,4,36.1571,22.1000,17.8235,3
344,3,22.9703,-27.9637,33.2522,1
344,4,36.0312,22.0777,18.0588,3
345,3,23.3240,-27.9130,33.4204,1
345,4,35.8711,22.0502,18.2565,3
346,3,23.6762,-27.8420,33.5283,1
346,4,35.8241,22.0188,18.3230,3
347,3,24.0338,-27.7792,33.6131,1
347,4,35.7797,21.9551,18.4558,3
348,3,24.3787,-27.5657,33.7515,1
348,4,35.6288,21.8583,18.5884,3
349,3,24.7474,-27.2179,33.8163,1
349,4,35.4458,21.7075,18.7267,3
350,3,25.1113,-26.9179,33.8084,1
350,4,35.2522,21.5796,18.8315,3
351,3,25.5082,-26.6329,33.7329,1
351,4,35.1236,21.3789,18.9091,3
352,3,25.9450,-26.3990,33.5893,1
352,4,35.0416,21.1708,18.9918,3
353,3,26.4641,-26.2041,33.4172,1
353,4,34.9989,20.8911,19.0740,3
354,3,26.9219,-26.0729,33.3242,1
354,4,34.8622,20.5925,19.1119,3
355,3,27.2796,-25.9583,33.2484,1
355,4,34.7840,20.3495,19.1222,3
356,3,27.5694,-25.9074,33.2014,1
356,4,34.6725,20.1024,19.1011,3
357,3,27.8299,-25.9023,33.1960,1
357,4,34.5228,19.9134,19.0317,3
358,3,28.1720,-25.8748,33.2656,1
358,4,34.3790,19.8513,19.0558,3
359,3,28.4641,-25.9357,33.3823,1
359,4,34.2052,19.8260,19.0128,3
360,3,28.6698,-25.8696,33.5485,1
360,4,34.0376,19.7906,19.0073,3
361,3,28.8429,-25.9161,33.7321,1
361,4,33.8589,19.7806,19.0289,3
362,3,29.0135,-25.8335,33.9638,1
362,4,33.6779,19.8216,19.0288,3
363,3,29.1605,-25.7397,34.1856,1
363,4,33.6224,19.9093,18.9883,3
364,3,29.2842,-25.6801,34.4161,1
364,4,33.4842,19.9644,18.9725,3
365,3,29.4137,-25.7302,34.6159,1
365,4,33.3124,19.9713,18.9700,3
366,3,29.6186,-25.7781,34.7825,1
366,4,33.1839,19.9375,19.0085,3
367,3,29.7625,-25.8761,34.9168,1
367,4,32.9966,19.9421,19.0619,3
368,3,29.8959,-26.0224,34.9768,1
368,4,32.8691,19.9229,19.1471,3
369,3,30.1022,-26.1452,35.0407,1
369,4,32.7096,19.9148,19.3269,3
370,3,30.3215,-26.2482,35.1042,1
370,4,32.5711,19.9645,19.5392,3
371,3,30.5867,-26.3836,35.1761,1
371,4,32.4620,19.8702,19.6320,3
372,3,30.8283,-26.5326,35.2370,1
372,4,32.2964,19.7569,19.6213,3
373,3,31.1118,-26.7530,35.2734,1
373,4,32.1660,19.6707,19.6355,3
374,3,31.3317,-26.9881,35.3545,1
374,4,32.0697,19.5736,19.6616,3
375,3,31.6718,-27.2406,35.4378,1
375,4,31.9181,19.4831,19.6820,3
376,3,31.9734,-27.4543,35.4692,1
376,4,31.7268,19.4038,19.6677,3
377,3,32.2291,-27.6894,35.5033,1
377,4,31.5194,19.2856,19.6664,3
378,3,32.4736,-27.9578,35.5376,1
378,4,31.2885,19.2089,19.6307,3
379,3,32.8060,-28.2468,35.4933,1
379,4,30.9981,19.1864,19.6037,3
380,3,33.1901,-28.5829,35.4886,1
380,4,30.7270,19.1292,19.6183,3
381,3,33.5563,-28.8582,35.5832,1
381,4,30.3875,19.0846,19.6301,3
382,3,33.8532,-29.1752,35.6805,1
382,4,29.9849,19.1405,19.6254,3
383,3,34.1888,-29.5000,35.7181,1
383,4,29.5548,19.1690,19.6344,3
384,3,34.5524,-29.8623,35.7558,1
384,4,29.1593,19.2776,19.7010,3
385,3,34.7984,-30.2364,35.8047,1
385,4,28.8042,19.3334,19.7976,3
386,3,35.0203,-30.5452,35.8601,1
386,4,28.4785,19.4704,19.9512,3
387,3,35.2155,-30.8478,35.8861,1
387,4,28.1181,19.5467,20.0815,3
388,3,35.4347,-31.0938,35.9424,1
388,4,27.7882,19.5763,20.1888,3
389,3,35.5580,-31.3340,36.0443,1
389,4,27.4528,19.5225,20.2607,3
390,3,35.6457,-31.6252,36.0734,1
390,4,27.1494,19.4162,20.3040,3
391,3,35.7813,-31.8952,36.2337,1
391,4,26.7959,19.3940,20.3000,3
392,3,35.9202,-32.2027,36.3137,1
392,4,26.4532,19.3120,20.3065,3
393,3,35.9482,-32.4672,36.4312,1
393,4,26.1071,19.2125,20.3685,3
394,3,36.0229,-32.7564,36.5355,1
394,4,25.7497,19.1716,20.4541,3
395,3,36.1093,-33.0573,36.6248,1
395,4,25.4523,19.1643,20.4755,3
396,3,36.1230,-33.4105,36.7648,1
396,4,25.1940,19.1305,20.5437,3
397,3,36.1648,-33.6586,36.8644,1
397,4,24.8788,19.1113,20.5906,3
398,3,36.1707,-33.8436,36.9845,1
398,4,24.6095,19.0851,20.5581,3
399,3,36.2494,-34.1131,37.1572,1
399,4,24.3038,19.0070,20.4894,3
400,3,36.2692,-34.3505,37.3591,1
400,4,23.9002,18.9109,20.3886,3
401,3,36.3125,-34.5201,37.4625,1
401,4,23.5021,18.8228,20.3158,3
402,3,36.3766,-34.7079,37.6246,1
402,4,23.0589,18.7735,20.2672,3
403,3,36.4335,-34.9651,37.7820,1
403,4,22.6848,18.8287,20.2236,3
404,3,36.4973,-35.3170,38.0257,1
404,4,22.3760,18.8714,20.2284,3
405,3,36.5965,-35.7771,38.3186,1
405,4,22.1138,18.8374,20.1895,3
406,3,36.6521,-36.2547,38.6210,1
406,4,21.8693,18.9272,20.1321,3
407,3,36.7144,-36.7568,38.9846,1
407,4,21.6131,19.0103,20.1056,3
408,3,36.7505,-37.2342,39.3668,1
408,4,21.3476,19.0231,20.1762,3
409,3,36.8350,-37.6335,39.6698,1
409,4,21.1241,19.1172,20.1860,3
410,3,36.9228,-38.1068,39.8911,1
410,4,20.9092,19.0912,20.2703,3
411,3,37.0885,-38.4823,40.0887,1
411,4,20.7174,19.1325,20.2987,3
412,3,37.2845,-38.7974,40.3026,1
412,4,20.5697,19.2080,20.3728,3
413,3,37.5230,-39.1789,40.5427,1
413,4,20.3927,19.1661,20.4052,3
414,3,37.7324,-39.5059,40.7970,1
414,4,20.2612,19.1796,20.4311,3
415,3,37.7930,-39.9284,41.0609,1
415,4,20.1123,19.1815,20.4002,3
416,3,37.8578,-40.3227,41.2580,1
416,4,19.9875,19.2361,20.4169,3
417,3,37.9441,-40.6130,41.4335,1
417,4,19.8232,19.1655,20.5206,3
418,3,38.0367,-40.8461,41.5919,1
418,4,19.6516,19.1365,20.6305,3
419,3,38.1610,-41.2013,41.7961,1
419,4,19.4585,19.1430,20.7233,3
420,3,38.2457,-41.4789,42.0069,1
420,4,19.2997,19.1324,20.7813,3
421,3,38.2762,-41.7432,42.1536,1
421,4,19.0834,19.1292,20.9298,3
422,3,38.3368,-42.1096,42.3171,1
422,4,18.8549,18.9364,21.0558,3
423,3,38.4289,-42.4640,42.4440,1
423,4,18.7259,18.7443,21.1841,3
423,5,88.6465,-24.3170,32.0429,3
424,3,38.5139,-42.8037,42.6134,1
424,4,18.5990,18.5319,21.3403,3
424,5,88.3861,-24.1047,32.3393,3
425,3,38.5610,-43.1362,42.8454,1
425,4,18.3827,18.3673,21.5320,3
425,5,88.1000,-23.9359,32.6047,3
426,3,38.5878,-43.4788,43.1345,1
426,4,18.1086,18.1944,21.7250,3
426,5,87.7571,-23.8010,32.8377,3
427,3,38.5513,-43.8843,43.4300,1
427,4,17.9355,18.1125,21.9131,3
427,5,87.4713,-23.6615,33.0685,3
428,3,38.4644,-44.2113,43.6891,1
428,4,17.8198,18.0058,22.0648,3
428,5,87.1624,-23.4446,33.3485,3
429,3,38.4482,-44.5427,43.9504,1
429,4,17.6637,17.8370,22.2226,3
429,5,86.8586,-23.1922,33.5398,3
430,3,38.3503,-44.8629,44.2363,1
430,4,17.4706,17.7522,22.4387,3
430,5,86.5623,-22.9073,33.6682,3
431,3,38.2591,-45.2118,44.5696,1
431,4,17.3484,17.7667,22.5924,3
431,5,86.2248,-22.5241,33.7468,3
432,3,38.2338,-45.5262,44.9139,1
432,4,17.2224,17.7105,22.8102,3
432,5,85.9216,-22.1755,33.8570,3
433,3,38.1399,-45.8179,45.2917,1
433,4,17.0355,17.7281,22.9792,3
433,5,85.5558,-21.9178,33.9595,3
434,3,37.9878,-46.2240,45.6639,1
434,4,16.8469,17.7856,23.1387,3
434,5,85.1780,-21.6416,34.0788,3
435,3,37.8391,-46.5824,46.0852,1
435,4,16.7147,17.8204,23.3013,3
435,5,84.8159,-21.3365,34.1591,3
436,3,37.6604,-46.8914,46.4115,1
436,4,16.4715,17.9419,23.5165,3
436,5,84.5278,-21.0019,34.2197,3
437,3,37.5440,-47.1971,46.7108,1
437,4,16.1710,18.0552,23.7344,3
437,5,84.2923,-20.6727,34.2692,3
438,3,37.4950,-47.6303,47.0046,1
438,4,15.8798,18.1234,23.9745,3
438,5,83.9584,-20.3466,34.3937,3
439,3,37.4866,-48.0779,47.2782,1
439,4,15.6183,18.1208,24.1312,3
439,5,83.6663,-20.0965,34.5419,3
440,3,37.4810,-48.5386,47.4627,1
440,4,15.4594,18.2161,24.2582,3
440,5,83.3156,-19.8307,34.6157,3
441,3,37.4483,-48.9204,47.5577,1
441,4,15.3234,18.3048,24.3716,3
441,5,82.8983,-19.5388,34.6537,3
442,3,37.3560,-49.3122,47.6794,1
442,4,15.1740,18.4060,24.6172,3
442,5,82.4472,-19.2648,34.7785,3
443,3,37.3006,-49.6882,47.7955,1
443,4,15.0314,18.4891,24.8188,3
443,5,82.0375,-19.0036,34.8550,3
444,3,37.3029,-50.1225,47.9616,1
444,4,14.9468,18.5907,25.0755,3
444,5,81.6646,-18.8100,34.8662,3
445,3,37.3265,-50.4982,48.1070,1
445,4,14.8748,18.5983,25.3653,3
445,5,81.3635,-18.6147,34.8973,3
446,3,37.4775,-50.8253,48.3688,1
446,4,14.7666,18.6285,25.6432,3
446,5,80.9848,-18.4662,35.0180,3
447,3,37.6107,-51.1284,48.5819,1
447,4,14.7815,18.7035,25.8202,3
447,5,80.7146,-18.3171,35.1632,3
448,3,37.7633,-51.4840,48.8432,1
448,4,14.8055,18.8171,25.9241,3
448,5,80.4715,-18.1220,35.3237,3
449,3,37.8466,-51.8315,49.0118,1
449,4,14.8700,18.9005,26.0413,3
449,5,80.3140,-17.9473,35.4893,3
450,3,37.8642,-52.2180,49.1766,1
450,4,14.9185,18.9870,26.1426,3
450,5,80.1594,-17.8121,35.6587,3
451,3,37.8546,-52.6250,49.3303,1
451,4,14.8465,19.0547,26.2269,3
451,5,79.9693,-17.6562,35.9176,3
452,3,37.8730,-52.9517,49.4686,1
452,4,14.7205,19.1402,26.3001,3
452,5,79.8226,-17.5268,36.0986,3
453,3,37.8952,-53.2530,49.7257,1
453,4,14.5564,19.0890,26.3675,3
453,5,79.7167,-17.4371,36.2375,3
454,3,37.9931,-53.5687,50.0776,1
454,4,14.3491,19.1779,26.4310,3
454,5,79.5634,-17.3223,36.3520,3
455,3,38.1523,-53.8112,50.3776,1
455,4,14.0843,19.2881,26.4712,3
455,5,79.4912,-17.1179,36.5276,3
456,3,38.2287,-54.0746,50.6603,1
456,4,13.8394,19.3218,26.4950,3
456,5,79.3480,-16.9157,36.8520,3
457,3,38.3644,-54.4077,51.0037,1
457,4,13.5523,19.3088,26.6192,3
457,5,79.1896,-16.7066,37.1204,3
458,3,38.4834,-54.7761,51.2431,1
458,4,13.2737,19.3984,26.7572,3
458,5,78.9728,-16.5071,37.4244,3
459,3,38.7110,-55.1276,51.5550,1
459,4,12.9538,19.4473,26.8448,3
459,5,78.8225,-16.3029,37.6742,3
460,3,38.8754,-55.4592,51.9345,1
460,4,12.6368,19.3372,26.9958,3
460,5,78.7110,-16.0549,37.8987,3
461,3,38.9362,-55.7331,52.4292,1
461,4,12.2635,19.1513,27.1313,3
461,5,78.5666,-15.8026,38.0329,3
462,3,38.9774,-55.8820,52.9778,1
462,4,11.8455,18.9679,27.2345,3
462,5,78.4101,-15.5675,38.1618,3
463,3,39.0178,-56.0565,53.5332,1
463,4,11.4692,18.7942,27.4029,3
463,5,78.2545,-15.3930,38.2965,3
464,3,39.0433,-56.2798,54.0210,1
464,4,11.1387,18.6411,27.5542,3
464,5,78.0439,-15.1903,38.5160,3
465,3,39.0853,-56.5609,54.4350,1
465,4,10.8733,18.4198,27.7471,3
465,5,77.8893,-14.9805,38.7031,3
466,3,39.1671,-56.8997,54.8189,1
466,4,10.6833,18.1385,27.9274,3
466,5,77.7024,-14.8702,38.8875,3
467,3,39.2478,-57.2572,55.1570,1
467,4,10.4696,17.8649,28.0422,3
467,5,77.5531,-14.7623,38.9966,3
468,3,39.2103,-57.5345,55.4657,1
468,4,10.2459,17.6531,28.2071,3
468,5,77.3943,-14.7246,39.0512,3
469,3,39.0956,-57.8593,55.7833,1
469,4,10.0311,17.4569,28.3095,3
469,5,77.2715,-14.6344,39.0928,3
470,3,38.9357,-58.1529,56.0623,1
470,4,9.9487,17.2634,28.3530,3
470,5,77.2316,-14.5228,39.1472,3
471,3,38.8181,-58.4501,56.3905,1
471,4,9.8552,17.0371,28.4302,3
471,5,77.1569,-14.3879,39.1428,3
472,3,38.6449,-58.7584,56.6730,1
472,4,9.7340,16.8365,28.5298,3
472,5,77.0489,-14.3184,39.1861,3
473,3,38.4336,-59.0066,57.0705,1
473,4,9.5773,16.6152,28.5858,3
473,5,76.8793,-14.2319,39.2523,3
474,3,38.2832,-59.1613,57.3722,1
474,4,9.3877,16.3357,28.6057,3
474,5,76.6869,-14.2077,39.3171,3
475,3,38.1450,-59.2869,57.6193,1
475,4,9.2286,16.1115,28.5698,3
475,5,76.4958,-14.1455,39.4095,3
476,3,37.9440,-59.2940,57.7940,1
476,4,8.9390,15.9354,28.6028,3
476,5,76.3607,-14.0630,39.4887,3
477,3,37.7948,-59.2461,57.9464,1
477,4,8.7221,15.7309,28.5982,3
477,5,76.2859,-13.9831,39.5356,3
478,3,37.6441,-59.1294,58.0492,1
478,4,8.4414,15.5138,28.5732,3
478,5,76.2435,-13.8674,39.6113,3
479,3,37.4990,-58.9748,58.0915,1
479,4,8.1407,15.2153,28.5590,3
479,5,76.1769,-13.7291,39.7378,3
480,3,37.3806,-58.7953,58.2008,1
480,4,7.8765,14.8902,28.5551,3
480,5,76.0415,-13.5327,39.9182,3
481,3,37.1994,-58.6225,58.2929,1
481,4,7.5595,14.6235,28.5174,3
481,5,75.8422,-13.4100,40.0573,3
482,3,37.1351,-58.4594,58.3406,1
482,4,7.2763,14.4398,28.4657,3
482,5,75.6605,-13.3067,40.2248,3
